node_name,event_type
Node15331,Speciation
Node15301,Speciation
Node15302,Speciation
Node15303,Speciation
Node15304,Speciation
Node15315,Speciation
Node15326,Speciation
Node15327,Speciation
Node15316,Speciation
Node15324,Speciation
Node15325,Speciation
Node15317,Speciation
Node15320,Speciation
Node15321,Speciation
Node15322,Speciation
Node15323,Speciation
Node15318,Speciation
Node15319,Speciation
Node15305,Speciation
Node15314,Speciation
Node15306,Speciation
Node15312,Speciation
Node15313,Speciation
Node15307,Speciation
Node15308,Speciation
Node15309,Speciation
Node15310,Speciation
Node15311,Speciation
Node15328,Speciation
Node15349,Speciation
Node15350,Speciation
Node15351,Duplication
Node15352,Duplication
Node15353,Speciation
Node15354,Speciation
Node15286,Speciation
Node15287,Speciation
Node15288,Speciation
Node15289,Speciation
Node15290,Speciation
Node15291,Speciation
Node15292,Speciation
Node15293,Speciation
Node15294,Speciation
Node15295,Speciation
Node15356,Speciation
Node15357,Speciation
Node15358,Speciation
Node15359,Speciation
Node15360,Speciation
Node15361,Speciation
Node15362,Speciation
Node15363,Speciation
Node15364,Speciation
Node15365,Speciation
Node15366,Speciation
Node15367,Speciation
Node15368,Speciation
Node15369,Speciation
Node15370,Speciation
Node15389,Speciation
Node15425,Speciation
Node15428,Speciation
Node15426,Speciation
Node15427,Speciation
Node15390,Speciation
Node15391,Speciation
Node15392,Speciation
Node15393,Speciation
Node15394,Speciation
Node15395,Speciation
Node15396,Speciation
Node15397,Speciation
Node15398,Speciation
Node15400,Speciation
Node15401,Speciation
Node15399,Speciation
Node15402,Speciation
Node15403,Speciation
Node15404,Speciation
Node15405,Speciation
Node15406,Speciation
Node15407,Speciation
Node15417,Speciation
Node15418,Speciation
Node15419,Speciation
Node15420,Speciation
Node15421,Speciation
Node15408,Speciation
Node15409,Speciation
Node15414,Speciation
Node15416,Speciation
Node15415,Speciation
Node15410,Speciation
Node15411,Speciation
Node15412,Speciation
Node15413,Speciation
Node15422,Speciation
Node15423,Speciation
Node15424,Speciation
Node15371,Speciation
Node15372,Speciation
Node15378,Speciation
Node15373,Speciation
Node15375,Speciation
Node15376,Speciation
Node15377,Speciation
Node15374,Speciation
Node15379,Speciation
Node15380,Speciation
Node15381,Speciation
Node15382,Speciation
Node15383,Speciation
Node15384,Speciation
Node15385,Speciation
Node15388,Speciation
Node15386,Speciation
Node15387,Speciation
Node15429,Speciation
Node15430,Speciation
Node15431,Speciation
Node15432,Speciation
Node15433,Speciation
Node15434,Speciation
Node15435,Duplication
Node16147,Speciation
Node16148,Speciation
Node16149,Speciation
Node16150,Speciation
Node16160,Speciation
Node16161,Speciation
Node16162,Speciation
Node16163,Speciation
Node16169,Speciation
Node16164,Speciation
Node16165,Speciation
Node16166,Speciation
Node16167,Speciation
Node16168,Speciation
Node16151,Speciation
Node16158,Speciation
Node16159,Speciation
Node16152,Speciation
Node16153,Speciation
Node16154,Speciation
Node16155,Speciation
Node16157,Speciation
Node16156,Speciation
Node16170,Speciation
Node16171,Speciation
Node16172,Speciation
Node16173,Speciation
Node16174,Speciation
Node16175,Speciation
Node16176,Speciation
Node16177,Speciation
Node16178,Speciation
Node16179,Speciation
Node16180,Speciation
Node16181,Speciation
Node16182,Speciation
Node16183,Speciation
Node16184,Speciation
Node16185,Speciation
Node15436,Duplication
Node15999,Speciation
Node16026,Speciation
Node16027,Speciation
Node16028,Duplication
Node16029,Speciation
Node16125,Speciation
Node16030,Duplication
Node16031,Speciation
Node16076,Speciation
Node16077,Speciation
Node16078,Speciation
Node16079,Speciation
Node16032,Speciation
Node16033,Duplication
Node16058,Speciation
Node16062,Speciation
Node16059,Speciation
Node16060,Speciation
Node16061,Speciation
Node16034,Speciation
Node16035,Speciation
Node16036,Speciation
Node16037,Duplication
Node16053,Speciation
Node16054,Speciation
Node16055,Speciation
Node16056,Speciation
Node16057,Speciation
Node16038,Speciation
Node16039,Speciation
Node16040,Speciation
Node16041,Speciation
Node16042,Speciation
Node16048,Speciation
Node16043,Speciation
Node16047,Speciation
Node16044,Speciation
Node16046,Speciation
Node16045,Speciation
Node16049,Speciation
Node16050,Speciation
Node16051,Speciation
Node16052,Speciation
Node16063,Speciation
Node16064,Speciation
Node16065,Speciation
Node16066,Speciation
Node16067,Speciation
Node16068,Speciation
Node16069,Speciation
Node16070,Speciation
Node16071,Speciation
Node16072,Speciation
Node16073,Speciation
Node16074,Speciation
Node16075,Speciation
Node16080,Speciation
Node16081,Speciation
Node16115,Speciation
Node16116,Speciation
Node16117,Speciation
Node16118,Duplication
Node16123,Speciation
Node16124,Speciation
Node16119,Speciation
Node16120,Speciation
Node16122,Speciation
Node16121,Speciation
Node16082,Speciation
Node16114,Speciation
Node16083,Speciation
Node16084,Speciation
Node16085,Speciation
Node16086,Speciation
Node16107,Speciation
Node16087,Speciation
Node16088,Speciation
Node16089,Speciation
Node16090,Speciation
Node16091,Speciation
Node16092,Speciation
Node16093,Speciation
Node16094,Speciation
Node16095,Speciation
Node16098,Speciation
Node16099,Speciation
Node16096,Speciation
Node16097,Speciation
Node16100,Speciation
Node16101,Speciation
Node16102,Speciation
Node16103,Speciation
Node16104,Speciation
Node16105,Speciation
Node16106,Speciation
Node16108,Speciation
Node16109,Speciation
Node16111,Speciation
Node16110,Speciation
Node16112,Speciation
Node16113,Speciation
Node16126,Speciation
Node16138,Speciation
Node16139,Speciation
Node16127,Speciation
Node16128,Speciation
Node16129,Speciation
Node16130,Speciation
Node16131,Speciation
Node16132,Speciation
Node16133,Speciation
Node16134,Speciation
Node16135,Speciation
Node16136,Speciation
Node16137,Speciation
Node16140,Speciation
Node16141,Speciation
Node16142,Speciation
Node16144,Speciation
Node16145,Speciation
Node16143,Speciation
Node16146,Speciation
Node16000,Speciation
Node16001,Speciation
Node16002,Speciation
Node16003,Speciation
Node16004,Speciation
Node16005,Speciation
Node16006,Speciation
Node16007,Speciation
Node16008,Speciation
Node16009,Speciation
Node16010,Speciation
Node16011,Speciation
Node16012,Speciation
Node16013,Speciation
Node16014,Speciation
Node16015,Speciation
Node16016,Speciation
Node16017,Speciation
Node16018,Speciation
Node16019,Speciation
Node16020,Speciation
Node16021,Speciation
Node16022,Speciation
Node16023,Speciation
Node16024,Speciation
Node16025,Speciation
Node15437,Duplication
Node15438,Duplication
Node15439,Duplication
Node15440,Duplication
Node15644,Speciation
Node15645,Speciation
Node15673,Speciation
Node15674,Speciation
Node15675,Speciation
Node15646,Speciation
Node15647,Speciation
Node15648,Speciation
Node15650,Speciation
Node15651,Speciation
Node15652,Speciation
Node15653,Speciation
Node15654,Speciation
Node15655,Speciation
Node15649,Speciation
Node15656,Speciation
Node15657,Speciation
Node15658,Speciation
Node15662,Speciation
Node15659,Speciation
Node15661,Speciation
Node15660,Speciation
Node15663,Speciation
Node15664,Speciation
Node15665,Speciation
Node15666,Speciation
Node15667,Speciation
Node15668,Speciation
Node15671,Speciation
Node15672,Speciation
Node15669,Speciation
Node15670,Speciation
Node15676,Speciation
Node15722,Speciation
Node15723,Speciation
Node15724,Speciation
Node15677,Duplication
Node15715,Speciation
Node15716,Speciation
Node15718,Speciation
Node15720,Speciation
Node15721,Speciation
Node15719,Speciation
Node15717,Speciation
Node15678,Speciation
Node15713,Speciation
Node15714,Speciation
Node15679,Speciation
Node15680,Speciation
Node15681,Speciation
Node15682,Speciation
Node15683,Speciation
Node15684,Speciation
Node15685,Speciation
Node15686,Speciation
Node15687,Speciation
Node15688,Speciation
Node15689,Speciation
Node15690,Speciation
Node15691,Speciation
Node15692,Speciation
Node15696,Speciation
Node15693,Speciation
Node15694,Speciation
Node15695,Speciation
Node15697,Speciation
Node15698,Speciation
Node15699,Speciation
Node15700,Speciation
Node15704,Speciation
Node15705,Speciation
Node15701,Speciation
Node15702,Speciation
Node15703,Speciation
Node15706,Speciation
Node15707,Speciation
Node15708,Speciation
Node15709,Speciation
Node15710,Speciation
Node15712,Speciation
Node15711,Speciation
Node15441,Speciation
Node15442,Speciation
Node15637,Speciation
Node15443,Speciation
Node15633,Speciation
Node15634,Speciation
Node15635,Speciation
Node15636,Speciation
Node15444,Speciation
Node15445,Speciation
Node15446,Speciation
Node15447,Speciation
Node15594,Speciation
Node15595,Speciation
Node15596,Speciation
Node15598,Speciation
Node15599,Speciation
Node15600,Speciation
Node15601,Speciation
Node15602,Speciation
Node15605,Speciation
Node15606,Speciation
Node15603,Speciation
Node15604,Speciation
Node15607,Speciation
Node15608,Speciation
Node15609,Speciation
Node15610,Speciation
Node15597,Speciation
Node15611,Speciation
Node15625,Speciation
Node15612,Speciation
Node15624,Speciation
Node15613,Speciation
Node15614,Speciation
Node15615,Speciation
Node15616,Speciation
Node15618,Speciation
Node15619,Speciation
Node15617,Speciation
Node15620,Speciation
Node15621,Speciation
Node15622,Speciation
Node15623,Speciation
Node15626,Speciation
Node15628,Speciation
Node15627,Speciation
Node15448,Speciation
Node15449,Speciation
Node15450,Speciation
Node15451,Speciation
Node15558,Speciation
Node15559,Speciation
Node15560,Speciation
Node15452,Speciation
Node15506,Speciation
Node15507,Speciation
Node15508,Speciation
Node15509,Speciation
Node15533,Speciation
Node15540,Speciation
Node15541,Speciation
Node15542,Speciation
Node15543,Speciation
Node15534,Speciation
Node15535,Speciation
Node15536,Speciation
Node15537,Speciation
Node15538,Speciation
Node15539,Speciation
Node15510,Speciation
Node15511,Speciation
Node15532,Speciation
Node15512,Speciation
Node15513,Speciation
Node15516,Speciation
Node15527,Speciation
Node15517,Speciation
Node15518,Speciation
Node15519,Speciation
Node15522,Speciation
Node15523,Speciation
Node15524,Speciation
Node15525,Speciation
Node15520,Speciation
Node15521,Speciation
Node15526,Speciation
Node15514,Speciation
Node15515,Speciation
Node15528,Speciation
Node15529,Speciation
Node15530,Speciation
Node15531,Speciation
Node15544,Speciation
Node15545,Speciation
Node15546,Speciation
Node15547,Speciation
Node15548,Speciation
Node15549,Speciation
Node15550,Speciation
Node15551,Speciation
Node15552,Speciation
Node15553,Speciation
Node15554,Speciation
Node15555,Speciation
Node15556,Speciation
Node15557,Speciation
Node15453,Speciation
Node15454,Speciation
Node15477,Speciation
Node15493,Speciation
Node15500,Speciation
Node15501,Speciation
Node15502,Speciation
Node15494,Speciation
Node15495,Speciation
Node15496,Speciation
Node15497,Speciation
Node15498,Speciation
Node15499,Speciation
Node15478,Speciation
Node15479,Speciation
Node15480,Speciation
Node15491,Speciation
Node15492,Speciation
Node15481,Speciation
Node15486,Speciation
Node15490,Speciation
Node15487,Speciation
Node15488,Speciation
Node15489,Speciation
Node15482,Speciation
Node15483,Speciation
Node15484,Speciation
Node15485,Speciation
Node15455,Speciation
Node15475,Speciation
Node15476,Speciation
Node15456,Speciation
Node15463,Speciation
Node15464,Speciation
Node15465,Speciation
Node15468,Speciation
Node15469,Speciation
Node15470,Speciation
Node15466,Speciation
Node15467,Speciation
Node15471,Speciation
Node15472,Speciation
Node15473,Speciation
Node15474,Speciation
Node15457,Speciation
Node15458,Speciation
Node15459,Speciation
Node15460,Speciation
Node15461,Speciation
Node15462,Speciation
Node15503,Speciation
Node15504,Speciation
Node15505,Speciation
Node15561,Speciation
Node15568,Speciation
Node15569,Speciation
Node15571,Speciation
Node15572,Speciation
Node15576,Speciation
Node15573,Speciation
Node15574,Speciation
Node15575,Speciation
Node15570,Speciation
Node15562,Speciation
Node15563,Speciation
Node15564,Speciation
Node15565,Speciation
Node15566,Speciation
Node15567,Speciation
Node15577,Speciation
Node15578,Speciation
Node15579,Speciation
Node15580,Speciation
Node15581,Speciation
Node15582,Speciation
Node15583,Speciation
Node15584,Speciation
Node15585,Speciation
Node15586,Speciation
Node15587,Speciation
Node15588,Speciation
Node15591,Speciation
Node15592,Speciation
Node15593,Speciation
Node15589,Speciation
Node15590,Speciation
Node15629,Speciation
Node15630,Speciation
Node15632,Speciation
Node15631,Speciation
Node15638,Speciation
Node15643,Speciation
Node15639,Speciation
Node15640,Speciation
Node15641,Speciation
Node15642,Speciation
Node15725,Speciation
Node15726,Duplication
Node15821,Speciation
Node15822,Speciation
Node15882,Speciation
Node15823,Speciation
Node15824,Speciation
Node15853,Speciation
Node15854,Speciation
Node15876,Speciation
Node15877,Speciation
Node15878,Speciation
Node15879,Speciation
Node15880,Speciation
Node15881,Speciation
Node15855,Speciation
Node15856,Speciation
Node15857,Speciation
Node15858,Speciation
Node15859,Speciation
Node15860,Speciation
Node15861,Speciation
Node15862,Speciation
Node15863,Speciation
Node15864,Speciation
Node15865,Speciation
Node15866,Speciation
Node15867,Speciation
Node15868,Speciation
Node15869,Speciation
Node15870,Speciation
Node15871,Speciation
Node15874,Speciation
Node15872,Speciation
Node15873,Speciation
Node15875,Speciation
Node15825,Speciation
Node15826,Speciation
Node15827,Speciation
Node15828,Speciation
Node15829,Speciation
Node15830,Speciation
Node15831,Speciation
Node15844,Speciation
Node15845,Speciation
Node15846,Speciation
Node15832,Speciation
Node15833,Speciation
Node15841,Speciation
Node15834,Speciation
Node15835,Speciation
Node15836,Speciation
Node15837,Speciation
Node15838,Speciation
Node15839,Speciation
Node15840,Duplication
Node15842,Speciation
Node15843,Speciation
Node15847,Speciation
Node15848,Speciation
Node15849,Speciation
Node15850,Speciation
Node15851,Speciation
Node15852,Speciation
Node15883,Speciation
Node15727,Speciation
Node15728,Speciation
Node15729,Speciation
Node15730,Speciation
Node15731,Speciation
Node15806,Speciation
Node15807,Speciation
Node15808,Speciation
Node15809,Speciation
Node15810,Speciation
Node15811,Speciation
Node15732,Speciation
Node15801,Speciation
Node15802,Speciation
Node15803,Speciation
Node15804,Speciation
Node15805,Speciation
Node15733,Speciation
Node15734,Speciation
Node15735,Speciation
Node15736,Speciation
Node15737,Speciation
Node15738,Speciation
Node15753,Speciation
Node15754,Speciation
Node15739,Speciation
Node15740,Speciation
Node15741,Speciation
Node15742,Speciation
Node15743,Speciation
Node15744,Speciation
Node15745,Speciation
Node15746,Speciation
Node15747,Speciation
Node15748,Speciation
Node15749,Speciation
Node15750,Speciation
Node15751,Speciation
Node15752,Speciation
Node15755,Speciation
Node15756,Speciation
Node15757,Speciation
Node15758,Speciation
Node15759,Speciation
Node15776,Speciation
Node15777,Speciation
Node15778,Speciation
Node15779,Speciation
Node15780,Speciation
Node15781,Speciation
Node15783,Speciation
Node15784,Speciation
Node15782,Speciation
Node15785,Speciation
Node15786,Speciation
Node15787,Speciation
Node15788,Duplication
Node15789,Speciation
Node15790,Speciation
Node15760,Speciation
Node15761,Speciation
Node15775,Speciation
Node15762,Speciation
Node15763,Speciation
Node15764,Speciation
Node15765,Speciation
Node15774,Speciation
Node15766,Speciation
Node15767,Speciation
Node15768,Speciation
Node15770,Speciation
Node15772,Speciation
Node15771,Speciation
Node15769,Speciation
Node15773,Speciation
Node15791,Speciation
Node15792,Speciation
Node15796,Speciation
Node15797,Speciation
Node15798,Speciation
Node15799,Speciation
Node15800,Speciation
Node15793,Speciation
Node15794,Speciation
Node15795,Speciation
Node15812,Speciation
Node15813,Speciation
Node15814,Speciation
Node15815,Speciation
Node15818,Speciation
Node15819,Speciation
Node15820,Speciation
Node15816,Speciation
Node15817,Speciation
Node15884,Speciation
Node15891,Speciation
Node15892,Speciation
Node15893,Speciation
Node15885,Speciation
Node15888,Speciation
Node15889,Speciation
Node15890,Speciation
Node15886,Speciation
Node15887,Speciation
Node15894,Speciation
Node15932,Speciation
Node15933,Speciation
Node15958,Speciation
Node15934,Speciation
Node15956,Speciation
Node15957,Speciation
Node15935,Speciation
Node15955,Speciation
Node15936,Speciation
Node15937,Speciation
Node15938,Speciation
Node15939,Speciation
Node15945,Speciation
Node15946,Speciation
Node15947,Speciation
Node15949,Speciation
Node15950,Speciation
Node15948,Speciation
Node15951,Speciation
Node15952,Speciation
Node15940,Speciation
Node15944,Speciation
Node15941,Speciation
Node15943,Speciation
Node15942,Speciation
Node15953,Speciation
Node15954,Speciation
Node15959,Speciation
Node15895,Speciation
Node15896,Speciation
Node15920,Speciation
Node15921,Speciation
Node15922,Speciation
Node15923,Speciation
Node15897,Speciation
Node15918,Speciation
Node15919,Speciation
Node15898,Speciation
Node15899,Speciation
Node15900,Speciation
Node15901,Speciation
Node15910,Speciation
Node15902,Speciation
Node15903,Speciation
Node15904,Speciation
Node15908,Speciation
Node15909,Speciation
Node15905,Speciation
Node15906,Speciation
Node15907,Speciation
Node15911,Speciation
Node15912,Speciation
Node15913,Speciation
Node15916,Speciation
Node15917,Speciation
Node15914,Speciation
Node15915,Speciation
Node15924,Speciation
Node15925,Speciation
Node15926,Speciation
Node15929,Speciation
Node15930,Speciation
Node15931,Speciation
Node15927,Speciation
Node15928,Speciation
Node15960,Speciation
Node15961,Speciation
Node15974,Speciation
Node15975,Speciation
Node15976,Speciation
Node15977,Speciation
Node15978,Speciation
Node15962,Speciation
Node15963,Speciation
Node15964,Speciation
Node15965,Speciation
Node15966,Speciation
Node15967,Speciation
Node15968,Speciation
Node15973,Speciation
Node15969,Speciation
Node15971,Speciation
Node15972,Speciation
Node15970,Speciation
Node15979,Speciation
Node15998,Speciation
Node15980,Speciation
Node15981,Speciation
Node15991,Speciation
Node15992,Speciation
Node15993,Speciation
Node15994,Speciation
Node15995,Speciation
Node15996,Speciation
Node15997,Speciation
Node15982,Speciation
Node15983,Speciation
Node15984,Speciation
Node15985,Speciation
Node15986,Speciation
Node15990,Speciation
Node15987,Speciation
Node15988,Speciation
Node15989,Speciation
Node16186,Speciation
Node16187,Speciation
Node16189,Speciation
Node16190,Speciation
Node16191,Speciation
Node16188,Speciation
Node16192,Speciation
Node16193,Speciation
Node16194,Speciation
Node16195,Speciation
Node16196,Speciation
Node16197,Speciation
Node16198,Speciation
Node16199,Speciation
Node16200,Speciation
Node16201,Speciation
Node16202,Speciation
Node16203,Speciation
Node16204,Duplication
Node16205,Speciation
Node16617,Speciation
Node16727,Speciation
Node16728,Speciation
Node16729,Speciation
Node16730,Speciation
Node16618,Speciation
Node16619,Speciation
Node16620,Speciation
Node16669,Speciation
Node16721,Speciation
Node16722,Speciation
Node16723,Speciation
Node16724,Speciation
Node16725,Speciation
Node16726,Speciation
Node16670,Speciation
Node16691,Speciation
Node16692,Speciation
Node16713,Speciation
Node16714,Speciation
Node16715,Speciation
Node16716,Speciation
Node16717,Speciation
Node16719,Speciation
Node16718,Speciation
Node16720,Speciation
Node16693,Speciation
Node16709,Speciation
Node16710,Speciation
Node16711,Speciation
Node16712,Speciation
Node16694,Speciation
Node16695,Speciation
Node16696,Speciation
Node16697,Speciation
Node16704,Speciation
Node16705,Speciation
Node16706,Speciation
Node16707,Speciation
Node16698,Speciation
Node16702,Speciation
Node16703,Speciation
Node16699,Speciation
Node16700,Speciation
Node16701,Speciation
Node16708,Speciation
Node16671,Speciation
Node16672,Speciation
Node16673,Speciation
Node16684,Speciation
Node16674,Speciation
Node16675,Speciation
Node16682,Speciation
Node16676,Speciation
Node16677,Speciation
Node16678,Speciation
Node16679,Speciation
Node16680,Speciation
Node16681,Speciation
Node16683,Speciation
Node16685,Speciation
Node16686,Speciation
Node16690,Speciation
Node16687,Speciation
Node16688,Speciation
Node16689,Speciation
Node16621,Speciation
Node16622,Speciation
Node16662,Speciation
Node16665,Speciation
Node16663,Speciation
Node16664,Speciation
Node16623,Speciation
Node16661,Speciation
Node16624,Speciation
Node16625,Speciation
Node16626,Speciation
Node16627,Speciation
Node16628,Speciation
Node16629,Speciation
Node16630,Speciation
Node16631,Speciation
Node16632,Speciation
Node16633,Speciation
Node16634,Speciation
Node16635,Speciation
Node16636,Speciation
Node16637,Speciation
Node16638,Speciation
Node16639,Speciation
Node16650,Speciation
Node16656,Speciation
Node16657,Speciation
Node16651,Speciation
Node16652,Speciation
Node16653,Speciation
Node16654,Speciation
Node16655,Speciation
Node16640,Speciation
Node16641,Speciation
Node16642,Speciation
Node16643,Speciation
Node16646,Speciation
Node16647,Speciation
Node16644,Speciation
Node16645,Speciation
Node16648,Speciation
Node16649,Speciation
Node16658,Speciation
Node16659,Speciation
Node16660,Speciation
Node16666,Speciation
Node16667,Speciation
Node16668,Speciation
Node16206,Speciation
Node16593,Speciation
Node16594,Speciation
Node16595,Speciation
Node16596,Speciation
Node16608,Speciation
Node16609,Speciation
Node16610,Speciation
Node16611,Speciation
Node16612,Speciation
Node16613,Speciation
Node16614,Speciation
Node16597,Speciation
Node16598,Speciation
Node16599,Speciation
Node16600,Speciation
Node16601,Speciation
Node16605,Speciation
Node16602,Speciation
Node16603,Speciation
Node16604,Speciation
Node16606,Speciation
Node16607,Speciation
Node16615,Speciation
Node16616,Speciation
Node16207,Speciation
Node16208,Speciation
Node16209,Speciation
Node16210,Speciation
Node16211,Speciation
Node16212,Speciation
Node16213,Speciation
Node16214,Speciation
Node16404,Speciation
Node16446,Speciation
Node16447,Speciation
Node16450,Speciation
Node16448,Speciation
Node16449,Speciation
Node16405,Speciation
Node16406,Speciation
Node16443,Speciation
Node16444,Speciation
Node16407,Speciation
Node16408,Speciation
Node16409,Speciation
Node16410,Speciation
Node16411,Speciation
Node16412,Speciation
Node16413,Speciation
Node16414,Speciation
Node16416,Speciation
Node16417,Speciation
Node16415,Speciation
Node16418,Speciation
Node16419,Speciation
Node16423,Speciation
Node16424,Speciation
Node16420,Speciation
Node16421,Speciation
Node16422,Speciation
Node16425,Speciation
Node16426,Speciation
Node16427,Speciation
Node16428,Speciation
Node16429,Speciation
Node16430,Speciation
Node16431,Speciation
Node16434,Speciation
Node16435,Speciation
Node16432,Speciation
Node16433,Speciation
Node16436,Speciation
Node16437,Speciation
Node16438,Speciation
Node16440,Speciation
Node16441,Speciation
Node16439,Speciation
Node16442,Speciation
Node16445,Speciation
Node16215,Speciation
Node16216,Speciation
Node16217,Speciation
Node16218,Speciation
Node16219,Speciation
Node16220,Speciation
Node16221,Speciation
Node16222,Speciation
Node16244,Speciation
Node16245,Speciation
Node16223,Speciation
Node16224,Speciation
Node16232,Speciation
Node16233,Speciation
Node16234,Speciation
Node16235,Speciation
Node16240,Speciation
Node16236,Speciation
Node16237,Speciation
Node16238,Speciation
Node16239,Speciation
Node16225,Speciation
Node16229,Speciation
Node16230,Speciation
Node16231,Speciation
Node16226,Speciation
Node16227,Speciation
Node16228,Speciation
Node16241,Speciation
Node16243,Speciation
Node16242,Speciation
Node16246,Speciation
Node16247,Speciation
Node16248,Speciation
Node16249,Speciation
Node16250,Speciation
Node16251,Speciation
Node16253,Speciation
Node16254,Speciation
Node16252,Speciation
Node16255,Speciation
Node16256,Speciation
Node16262,Speciation
Node16263,Speciation
Node16257,Speciation
Node16260,Speciation
Node16261,Speciation
Node16258,Speciation
Node16259,Speciation
Node16264,Speciation
Node16265,Speciation
Node16266,Speciation
Node16267,Speciation
Node16268,Speciation
Node16269,Speciation
Node16270,Speciation
Node16278,Speciation
Node16279,Speciation
Node16280,Speciation
Node16271,Speciation
Node16275,Speciation
Node16276,Speciation
Node16277,Speciation
Node16272,Speciation
Node16273,Speciation
Node16274,Speciation
Node16281,Speciation
Node16282,Speciation
Node16283,Speciation
Node16284,Speciation
Node16285,Speciation
Node16286,Speciation
Node16287,Speciation
Node16288,Speciation
Node16289,Speciation
Node16290,Speciation
Node16291,Speciation
Node16292,Speciation
Node16293,Speciation
Node16294,Speciation
Node16298,Speciation
Node16299,Speciation
Node16295,Speciation
Node16296,Speciation
Node16297,Speciation
Node16300,Speciation
Node16341,Speciation
Node16342,Speciation
Node16343,Speciation
Node16375,Speciation
Node16376,Speciation
Node16377,Speciation
Node16378,Speciation
Node16379,Speciation
Node16380,Speciation
Node16381,Speciation
Node16382,Speciation
Node16383,Speciation
Node16344,Speciation
Node16345,Speciation
Node16346,Speciation
Node16347,Speciation
Node16358,Speciation
Node16348,Speciation
Node16349,Speciation
Node16350,Speciation
Node16351,Speciation
Node16354,Speciation
Node16352,Speciation
Node16353,Speciation
Node16355,Speciation
Node16356,Speciation
Node16357,Speciation
Node16359,Speciation
Node16360,Speciation
Node16369,Speciation
Node16361,Speciation
Node16362,Speciation
Node16364,Speciation
Node16365,Speciation
Node16366,Speciation
Node16367,Speciation
Node16363,Speciation
Node16368,Speciation
Node16370,Speciation
Node16371,Speciation
Node16372,Speciation
Node16373,Speciation
Node16374,Speciation
Node16384,Speciation
Node16385,Speciation
Node16387,Speciation
Node16388,Speciation
Node16386,Speciation
Node16389,Speciation
Node16390,Speciation
Node16391,Speciation
Node16394,Speciation
Node16392,Speciation
Node16393,Speciation
Node16395,Speciation
Node16396,Speciation
Node16400,Speciation
Node16401,Speciation
Node16397,Speciation
Node16398,Speciation
Node16399,Speciation
Node16402,Speciation
Node16403,Speciation
Node16301,Speciation
Node16302,Speciation
Node16325,Speciation
Node16326,Speciation
Node16303,Speciation
Node16309,Speciation
Node16318,Speciation
Node16322,Speciation
Node16323,Speciation
Node16324,Speciation
Node16319,Speciation
Node16320,Speciation
Node16321,Speciation
Node16310,Speciation
Node16315,Speciation
Node16316,Speciation
Node16317,Speciation
Node16311,Speciation
Node16312,Speciation
Node16313,Speciation
Node16314,Speciation
Node16304,Speciation
Node16305,Speciation
Node16307,Speciation
Node16308,Speciation
Node16306,Speciation
Node16327,Speciation
Node16328,Speciation
Node16329,Speciation
Node16330,Speciation
Node16332,Speciation
Node16331,Speciation
Node16333,Speciation
Node16340,Speciation
Node16334,Speciation
Node16338,Speciation
Node16339,Speciation
Node16335,Speciation
Node16336,Speciation
Node16337,Speciation
Node16451,Speciation
Node16452,Speciation
Node16453,Speciation
Node16454,Speciation
Node16455,Speciation
Node16456,Speciation
Node16457,Duplication
Node16496,Speciation
Node16497,Speciation
Node16499,Speciation
Node16498,Speciation
Node16500,Speciation
Node16501,Speciation
Node16502,Speciation
Node16503,Speciation
Node16458,Speciation
Node16485,Speciation
Node16486,Speciation
Node16487,Speciation
Node16488,Speciation
Node16493,Speciation
Node16494,Speciation
Node16489,Speciation
Node16490,Speciation
Node16491,Speciation
Node16492,Speciation
Node16495,Speciation
Node16459,Speciation
Node16460,Speciation
Node16461,Speciation
Node16462,Speciation
Node16463,Speciation
Node16464,Speciation
Node16482,Speciation
Node16483,Speciation
Node16484,Speciation
Node16465,Speciation
Node16466,Speciation
Node16467,Speciation
Node16475,Speciation
Node16476,Speciation
Node16477,Speciation
Node16478,Speciation
Node16479,Speciation
Node16480,Speciation
Node16481,Speciation
Node16468,Speciation
Node16469,Speciation
Node16470,Speciation
Node16473,Speciation
Node16471,Speciation
Node16472,Speciation
Node16474,Speciation
Node16504,Speciation
Node16568,Speciation
Node16569,Speciation
Node16575,Speciation
Node16570,Speciation
Node16571,Speciation
Node16572,Speciation
Node16574,Speciation
Node16573,Speciation
Node16505,Speciation
Node16567,Speciation
Node16506,Speciation
Node16566,Speciation
Node16507,Speciation
Node16508,Speciation
Node16509,Speciation
Node16518,Speciation
Node16519,Speciation
Node16520,Speciation
Node16521,Speciation
Node16522,Speciation
Node16524,Speciation
Node16525,Speciation
Node16523,Speciation
Node16526,Speciation
Node16527,Speciation
Node16528,Speciation
Node16529,Speciation
Node16530,Speciation
Node16531,Speciation
Node16532,Speciation
Node16533,Speciation
Node16534,Speciation
Node16535,Speciation
Node16536,Speciation
Node16537,Speciation
Node16538,Speciation
Node16539,Speciation
Node16540,Speciation
Node16541,Speciation
Node16542,Speciation
Node16543,Speciation
Node16544,Speciation
Node16545,Speciation
Node16546,Speciation
Node16547,Speciation
Node16510,Speciation
Node16511,Speciation
Node16512,Speciation
Node16517,Speciation
Node16513,Speciation
Node16514,Speciation
Node16515,Speciation
Node16516,Speciation
Node16548,Speciation
Node16551,Speciation
Node16552,Speciation
Node16553,Speciation
Node16554,Speciation
Node16555,Speciation
Node16556,Speciation
Node16557,Speciation
Node16549,Speciation
Node16550,Speciation
Node16558,Speciation
Node16559,Speciation
Node16560,Speciation
Node16561,Speciation
